gene,direction,meta_scope_used,rho_threshold,k_datasets,n_scope_datasets,k_concordant,direction_concordant,fisher_padj,stouffer_padj,mean_abs_rrb,r_rb,correlation_p_value,correlation_padj,directional_correlation_strength,passes_fisher,passes_stouffer,passes_k_mode,passes_effect_floor,passes_correlation_threshold,selected_for_analysis
SPC25,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0711028200695957,0.999999999982174,0.459,0.459,0.933108079759613,0.999999999982174,0.459,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KRT19,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0714733650356494,0.999999999982174,0.4,0.4,0.787612848457874,0.999999999982174,0.4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SEPTIN11,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0714733650356494,0.313305435693028,0.448,0.448,0.171332752412005,0.313305435693028,0.448,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SSH1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0717205533245973,0.280446918036263,0.431,0.431,0.149924453038254,0.280446918036263,0.431,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PEDS1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0717205533245973,0.999999999982174,0.463,0.463,0.941667863599694,0.999999999982174,0.463,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SLC25A10,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0717205533245973,0.999999999982174,0.547,0.547,0.99694554838572,0.999999999982174,0.547,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
POLR2L,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0718189507478799,0.999999999982174,0.492,0.492,0.974064624303754,0.999999999982174,0.492,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
EMC9,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0720975098096472,0.999999999982174,0.434,0.434,0.886839774419883,0.999999999982174,0.434,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HDGFL2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.072132617277923,0.999999999982174,0.461,0.461,0.938547655624934,0.999999999982174,0.461,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LINC00665,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0722378692804236,0.999999999982174,0.518,0.518,0.989620575190697,0.999999999982174,0.518,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HOXA9,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0723578056738,0.161895741347848,0.347,0.347,0.0765186475615774,0.161895741347848,0.347,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
VEGFC,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0723651330957812,0.7880336169148,0.581,0.581,0.486697491704612,0.7880336169148,0.581,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FLYWCH2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0724092502512835,0.999999999982174,0.516,0.516,0.988732853709963,0.999999999982174,0.516,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PKIA,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0725477405102988,0.256729517874396,0.416,0.416,0.134016037632547,0.256729517874396,0.416,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HOXC13,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0727492015382231,0.999999999982174,0.507,0.507,0.984896073341198,0.999999999982174,0.507,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CENPK,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0727492015382231,0.999999999982174,0.43,0.43,0.878332286381887,0.999999999982174,0.43,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RPS19BP1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0728625754695822,0.999999999982174,0.442,0.442,0.906108595159309,0.999999999982174,0.442,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SNX10,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0728625754695822,0.163787584654299,0.347,0.347,0.0775688753645575,0.163787584654299,0.347,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FN3KRP,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0729114134761193,0.999999999982174,0.426,0.426,0.868768572784759,0.999999999982174,0.426,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
EVA1A,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0729114134761193,0.176636021791389,0.359,0.359,0.0849297098487526,0.176636021791389,0.359,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RPS26,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0731883528325038,0.999999999982174,0.503,0.503,0.982558238238435,0.999999999982174,0.503,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LAGE3,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0731883528325038,0.999999999982174,0.566,0.566,0.998936951362665,0.999999999982174,0.566,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MAP3K4,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0731883528325038,0.470705919040569,0.505,0.505,0.2779829295466,0.470705919040569,0.505,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
EOLA2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0735105612346546,0.999999999982174,0.44,0.44,0.903561133118738,0.999999999982174,0.44,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DPP8,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0735105612346546,0.192749797442087,0.37,0.37,0.0939767749279628,0.192749797442087,0.37,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NOSIP,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0736353706032917,0.999999999982174,0.412,0.412,0.833718270729937,0.999999999982174,0.412,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CSNK2B,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0739013785135073,0.999999999982174,0.48,0.48,0.965055991171754,0.999999999982174,0.48,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GXYLT2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0740353037886553,0.21376649333328,0.385,0.385,0.107419493234831,0.21376649333328,0.385,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NFIB,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0749507344585126,0.302895772637299,0.436,0.436,0.164211418876322,0.302895772637299,0.436,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SEPSECS,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0750876936075793,0.16438743286281499,0.344,0.344,0.0781232939056175,0.16438743286281499,0.344,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
USP45,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0751648168014727,0.192749797442087,0.367,0.367,0.0940715992547544,0.192749797442087,0.367,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ZACN,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0756105767309461,0.999999999982174,0.377,0.377,0.721429979926123,0.999999999982174,0.377,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FEZ2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0756105767309461,0.194367180596763,0.367,0.367,0.0952888158963377,0.194367180596763,0.367,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ARHGEF3,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0757897346549734,0.296807075973287,0.432,0.432,0.160350489472361,0.296807075973287,0.432,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MASTL,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0759463913853873,0.999999999982174,0.516,0.516,0.990307785241289,0.999999999982174,0.516,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BLOC1S6,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0759687354683441,0.17700117655717101,0.353,0.353,0.085272264932574,0.17700117655717101,0.353,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TMEM168,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0760216513349785,0.320464044844341,0.443,0.443,0.176566874212154,0.320464044844341,0.443,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
APAF1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0760216513349785,0.229455773539886,0.392,0.392,0.116531784360665,0.229455773539886,0.392,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
OXLD1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0761246698845304,0.999999999982174,0.512,0.512,0.98858534833587,0.999999999982174,0.512,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PLEKHA2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0761657346767861,0.241779310660954,0.399,0.399,0.124387091899786,0.241779310660954,0.399,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GPR19,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0761657346767861,0.999999999982174,0.395,0.395,0.787665413909587,0.999999999982174,0.395,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ALKBH4,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0761657346767861,0.999999999982174,0.387,0.387,0.761180820016642,0.999999999982174,0.387,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NOTCH2NLA,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0762700155945855,0.556761614652702,0.525,0.525,0.335807791479209,0.556761614652702,0.525,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NDUFB11,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0763041895241251,0.999999999982174,0.521,0.521,0.991940469924744,0.999999999982174,0.521,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ANGEL1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0764346438719289,0.411653097891365,0.48,0.48,0.237671411235392,0.411653097891365,0.48,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TONSL,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0765038175968033,0.999999999982174,0.488,0.488,0.974119978481134,0.999999999982174,0.488,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NDUFS7,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0767996600846242,0.999999999982174,0.437,0.437,0.901690264240066,0.999999999982174,0.437,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PLD2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0769940157968265,0.193560776998309,0.364,0.364,0.0948326070953977,0.193560776998309,0.364,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NXPE3,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0771662808541613,0.271745611329661,0.416,0.416,0.14424735595109,0.271745611329661,0.416,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ARFGAP3,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.077166335435652,0.204955927280651,0.373,0.373,0.101962351244651,0.204955927280651,0.373,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TMEM71,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.077166335435652,0.193392700524904,0.363,0.363,0.094628629565016,0.193392700524904,0.363,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KIFC1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0773991049546018,0.999999999982174,0.515,0.515,0.990308054322139,0.999999999982174,0.515,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SIK2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0780731453796648,0.249242250830956,0.401,0.401,0.129245431327122,0.249242250830956,0.401,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HBP1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0783669725379384,0.21387911973922,0.377,0.377,0.107544878133023,0.21387911973922,0.377,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SLAIN1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0787317620689816,0.200492913983952,0.366,0.366,0.0989543696162829,0.200492913983952,0.366,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MAP2K2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0787374235279077,0.999999999982174,0.479,0.479,0.967860163895089,0.999999999982174,0.479,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SVOPL,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0787791591769068,0.999999999982174,0.437,0.437,0.90544086841545,0.999999999982174,0.437,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PCDHGB2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0787965003440597,0.336732426465809,0.446,0.446,0.187638320659564,0.336732426465809,0.446,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PPP3CA,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0787965003440597,0.538038270256173,0.516,0.516,0.322992156578313,0.538038270256173,0.516,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ADAT2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0790509384760832,0.234643087211701,0.389,0.389,0.119897733460609,0.234643087211701,0.389,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LIMS1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0793390821525963,0.388544178641234,0.467,0.467,0.222618708642871,0.388544178641234,0.467,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LIG1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0795331307154041,0.999999999982174,0.376,0.376,0.730996738733446,0.999999999982174,0.376,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GRB10,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0798984052541559,0.458106027932064,0.491,0.491,0.269436066659324,0.458106027932064,0.491,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ZNF726,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0801734816725244,0.999999999982174,0.386,0.386,0.769179444369861,0.999999999982174,0.386,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TINCR,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0804955968161302,0.999999999982174,0.475,0.475,0.965372940072136,0.999999999982174,0.475,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NAA16,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0805822324020573,0.182208055178309,0.348,0.348,0.0881818229306343,0.182208055178309,0.348,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PPIH,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0806041706141136,0.999999999982174,0.5,0.5,0.984428416936422,0.999999999982174,0.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ZNF296,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0806041706141136,0.999999999982174,0.388,0.388,0.776800096393845,0.999999999982174,0.388,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PHIP,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0806680026206133,0.528871641891132,0.511,0.511,0.316158802275171,0.528871641891132,0.511,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GINS3,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0807673177869464,0.999999999982174,0.445,0.445,0.925191260284985,0.999999999982174,0.445,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TET2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.08099688545706,0.18057301253535,0.346,0.346,0.0872769560587523,0.18057301253535,0.346,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ABCC4,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0810117956222006,0.999999999982174,0.639,0.639,0.774768201175179,0.999999999982174,0.639,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CHAF1B,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0811119317690873,0.999999999982174,0.507,0.507,0.988289602670097,0.999999999982174,0.507,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RUFY3,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0811931938723785,0.173200853076892,0.338,0.338,0.0828422948207401,0.173200853076892,0.338,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LRRC61,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0812734484818076,0.999999999982174,0.403,0.403,0.827570463253046,0.999999999982174,0.403,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BAIAP2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0812769888778111,0.999999999982174,0.492,0.492,0.98037781505985,0.999999999982174,0.492,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PHLDB2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0813266019102999,0.684096205168912,0.548,0.548,0.419492955999805,0.684096205168912,0.548,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DHFR,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0813266019102999,0.999999999982174,0.487,0.487,0.97657701338662,0.999999999982174,0.487,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TIMM8B,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0813266019102999,0.999999999982174,0.476,0.476,0.967076803576421,0.999999999982174,0.476,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SUGT1P3,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0813266019102999,0.203851961503408,0.364,0.364,0.101220832457196,0.203851961503408,0.364,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ICMT-DT,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0814254326155305,0.999999999982174,0.479,0.479,0.970538006950915,0.999999999982174,0.479,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TIA1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0816166773792847,0.245857981237378,0.392,0.392,0.127026623639312,0.245857981237378,0.392,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GSK3A,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0819452997938046,0.999999999982174,0.462,0.462,0.952621519768596,0.999999999982174,0.462,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SH3KBP1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0820315764178637,0.35494558514958,0.448,0.448,0.200131268607923,0.35494558514958,0.448,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
UBE2J1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0821303075027757,0.75956757983769,0.562,0.562,0.468638865296084,0.75956757983769,0.562,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BAALC,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0821711914169287,0.205447973882989,0.363,0.363,0.102400955536018,0.205447973882989,0.363,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SORCS2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0822782136760709,0.447181914165381,0.483,0.483,0.261981102544058,0.447181914165381,0.483,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RMI2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0824702435382453,0.999999999982174,0.488,0.488,0.978395751564967,0.999999999982174,0.488,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ZNHIT1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.082476239713421,0.999999999982174,0.431,0.431,0.900681734358368,0.999999999982174,0.431,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MSI1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0826797635449563,0.999999999982174,0.401,0.401,0.825521445175199,0.999999999982174,0.401,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SCN1B,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.082731478340099,0.204966728796558,0.362,0.362,0.102032179775142,0.204966728796558,0.362,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
UQCRH,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0827744116446523,0.999999999982174,0.486,0.486,0.977043453405835,0.999999999982174,0.486,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SEMA7A,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0832115391916526,0.629527374447765,0.533,0.533,0.383853326746609,0.629527374447765,0.533,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LMO2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0832115391916526,0.206113123955324,0.362,0.362,0.102862115634308,0.206113123955324,0.362,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NABP2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0832115391916526,0.999999999982174,0.428,0.428,0.896219268457505,0.999999999982174,0.428,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MOSPD2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0832115391916526,0.178779923240139,0.339,0.339,0.0862416359277902,0.178779923240139,0.339,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HMCES,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0832115391916526,0.999999999982174,0.459,0.459,0.949704957022517,0.999999999982174,0.459,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SLC9A7,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0833227845758897,0.621271353131782,0.531,0.531,0.378233125680229,0.621271353131782,0.531,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GPR176,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0838247914754001,0.560986993491739,0.515,0.515,0.338709128145956,0.560986993491739,0.515,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BNIP2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0839783888037645,0.192749797442087,0.349,0.349,0.0940629153050757,0.192749797442087,0.349,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CHAC1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0840455107210144,0.999999999982174,0.376,0.376,0.746168098647787,0.999999999982174,0.376,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CACNA2D1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0840477804632792,0.547071916573445,0.51,0.51,0.32875925552574,0.547071916573445,0.51,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BCAS4,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0840477804632792,0.999999999982174,0.396,0.396,0.811620156036667,0.999999999982174,0.396,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MTG2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0841946540216112,0.999999999982174,0.46,0.46,0.952582157849946,0.999999999982174,0.46,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TBC1D5,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0844168239324128,0.462333097964069,0.485,0.485,0.272456674712159,0.462333097964069,0.485,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MFAP3,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0846473523137337,0.189701969525853,0.345,0.345,0.0922858323448098,0.189701969525853,0.345,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PRSS8,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0846473523137337,0.999999999982174,0.418,0.418,0.874354797988909,0.999999999982174,0.418,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CALD1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0847540649130468,0.597610690983854,0.523,0.523,0.362888756065982,0.597610690983854,0.523,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SLC10A3,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0847607525642371,0.999999999982174,0.382,0.382,0.769932040447688,0.999999999982174,0.382,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DIPK2A,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0848468069689515,0.350950595237664,0.442,0.442,0.197351397937575,0.350950595237664,0.442,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KLF6,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.084892275024907,0.444845470573965,0.478,0.478,0.26017005174722,0.444845470573965,0.478,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
REXO4,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0851079184886527,0.999999999982174,0.394,0.394,0.810694391154553,0.999999999982174,0.394,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ZNF449,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0852330420922633,0.271106314698072,0.4,0.4,0.143652245366746,0.271106314698072,0.4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CDKN3,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0854561998333725,0.999999999982174,0.545,0.545,0.998120360797322,0.999999999982174,0.545,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RPP25L,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0856201302471592,0.999999999982174,0.447,0.447,0.935344282204018,0.999999999982174,0.447,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CMIP,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0858832595658422,0.228335849159909,0.372,0.372,0.115747606555275,0.228335849159909,0.372,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
AP1M2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0867438493622511,0.999999999982174,0.462,0.462,0.957215737705358,0.999999999982174,0.462,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CNEP1R1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0870515073014621,0.203739720102548,0.352,0.352,0.101101030918811,0.203739720102548,0.352,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SSU72,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0872423449061351,0.999999999982174,0.45,0.45,0.942439174078656,0.999999999982174,0.45,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
WWTR1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0875431247464626,0.664033000494664,0.535,0.535,0.406354785837301,0.664033000494664,0.535,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CLDN3,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0875780272858363,0.999999999982174,0.497,0.497,0.986166725016314,0.999999999982174,0.497,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
AURKAIP1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0878151091592336,0.999999999982174,0.594,0.594,0.999928537247006,0.999999999982174,0.594,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
